Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,85.7,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,86.4,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,87.3,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,83.9,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,83.8,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,84.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,85.2,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,86,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,86.3,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,86.1,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,86.9,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,87.7,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,88.6,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,7,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,6.7,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,6.6,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,6.6,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,6.8,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,6.9,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,6.5,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,6.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,6.4,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,6.6,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,7.2,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,6.8,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,6.8,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,6.8,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,7,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20162018,2018,million No,1.8,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20172019,2019,million No,1.7,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20182020,2020,million No,1.7,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20192021,2021,million No,1.7,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20202022,2022,million No,1.8,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,1.8,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,1.7,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,1.7,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,1.7,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,1.8,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,1.9,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,1.8,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,1.8,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,1.8,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,1.9,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20162018,2018,million No,2,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20172019,2019,million No,1.8,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20182020,2020,million No,1.8,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20192021,2021,million No,1.9,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20202022,2022,million No,1.9,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,1.9,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,1.8,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,1.8,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,1.8,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,1.9,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,2,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,1.9,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,1.9,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,1.9,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,2,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,9.1,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,8.9,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,9,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,9.2,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,9.4,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,9,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,8.8,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,8.9,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,9,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,9.3,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,9.2,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,9,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,9.1,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,9.3,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,9.5,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20162018,2018,million No,2.4,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20172019,2019,million No,2.3,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20182020,2020,million No,2.3,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20192021,2021,million No,2.4,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20202022,2022,million No,2.5,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,2.4,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,2.3,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,2.3,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,2.4,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,2.5,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,2.4,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,2.3,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,2.4,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,2.5,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,2.6,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20162018,2018,million No,2.5,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20172019,2019,million No,2.5,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20182020,2020,million No,2.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20192021,2021,million No,2.6,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20202022,2022,million No,2.7,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,2.5,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,2.4,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,2.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,2.5,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,2.6,A,Official estimate
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,2.6,A,Official estimate
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,2.5,A,Official estimate
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,2.5,A,Official estimate
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,2.6,A,Official estimate
SSD,2020-01-01,2022-12-31,277,'728,South Sudan,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,2.7,A,Official estimate
SSD,2011-01-01,2013-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20112013,2013,%,0.1,E,
SSD,2012-01-01,2014-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20122014,2014,%,0.1,E,
SSD,2013-01-01,2015-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20132015,2015,%,0,E,
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20142016,2016,%,0,E,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20152017,2017,%,0,E,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20162018,2018,%,0,E,
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20172019,2019,%,0,E,
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20182020,2020,%,0,E,
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20192021,2021,%,0,E,
SSD,2014-01-01,2016-12-31,277,'728,South Sudan,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20142016,2016,%,9,E,
SSD,2015-01-01,2017-12-31,277,'728,South Sudan,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20152017,2017,%,16,E,
SSD,2016-01-01,2018-12-31,277,'728,South Sudan,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20162018,2018,%,22,E,
SSD,2017-01-01,2019-12-31,277,'728,South Sudan,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20172019,2019,%,23,E,
SSD,2018-01-01,2020-12-31,277,'728,South Sudan,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20182020,2020,%,28,E,
SSD,2019-01-01,2021-12-31,277,'728,South Sudan,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20192021,2021,%,40,E,
SSD,2011-01-01,2011-12-31,277,'728,South Sudan,21032,Political stability and absence of violence/terrorism (index),6125,Value,2011,2011,Index,-1.43,X,
